fact_id,employee_id,department_id,region_id,KPIs_met_more_than_80,awards_won,avg_training_score,previous_year_rating,no_of_trainings
7980,51185,3,27,0,0,47.0,3.0,1
7981,21357,3,4,0,0,49.0,1.0,2
7982,23310,7,23,0,0,63.0,2.0,1
7983,69139,5,6,1,0,56.0,5.0,2
7984,41947,5,4,1,0,59.0,5.0,2
7985,37847,5,22,1,0,65.0,5.0,3
7986,40329,6,6,0,0,86.0,3.0,3
7987,33264,3,29,0,0,48.0,3.0,1
7988,16381,3,23,0,0,56.0,4.0,1
7989,20381,6,2,1,0,91.0,3.0,1
7990,32867,1,4,0,0,82.0,3.0,1
7991,36282,1,4,1,0,86.0,4.0,1
7992,37306,7,4,1,0,62.0,5.0,1
7993,58407,1,4,1,0,83.0,3.3454590756197833,2
7994,12875,3,7,0,0,50.0,2.0,1
7995,28559,3,2,1,0,50.0,5.0,1
7996,32277,7,8,1,1,58.0,5.0,2
7997,63543,3,22,1,0,51.0,5.0,1
7998,60943,3,2,0,0,54.0,1.0,1
7999,9120,6,7,1,0,85.0,5.0,2
8000,6309,3,3,0,0,45.0,5.0,1
8001,11841,3,4,0,0,47.0,3.0,1
8002,12792,1,7,0,0,80.0,3.0,1
8003,74511,4,4,0,0,71.0,3.0,2
8004,48562,7,7,0,0,61.0,5.0,1
8005,45932,4,16,0,0,72.0,3.3454590756197833,1
8006,44546,3,19,1,0,50.0,3.3454590756197833,1
8007,48793,3,23,0,0,46.0,4.0,3
8008,74228,3,4,0,0,51.0,1.0,1
8009,54135,7,11,0,0,59.0,4.0,1
8010,53000,1,9,1,0,78.0,3.0,1
8011,35915,3,23,0,0,53.0,4.0,1
8012,5532,3,4,0,0,45.0,1.0,1
8013,16123,2,7,0,0,54.0,4.0,2
8014,12193,7,23,0,0,62.0,3.0,1
8015,56513,1,6,0,0,79.0,4.0,1
8016,17451,3,17,0,0,48.0,1.0,1
8017,61294,7,7,0,0,57.0,3.0,1
8018,34313,3,4,0,0,50.0,1.0,1
8019,67053,2,4,0,0,53.0,5.0,1
8020,11109,8,7,1,0,58.0,5.0,1
8021,29927,1,29,0,0,79.0,3.0,2
8022,15614,7,4,0,0,62.0,4.0,1
8023,14913,5,7,0,0,62.0,4.0,1
8024,74038,2,4,0,0,51.0,1.0,1
8025,33982,5,22,1,0,58.0,5.0,1
8026,10737,8,12,1,0,57.0,3.0,1
8027,53493,3,11,1,0,53.0,1.0,2
8028,15205,3,2,1,0,48.0,5.0,2
8029,23953,2,7,1,0,53.0,4.0,1
8030,20979,1,10,0,0,78.0,3.0,1
8031,30222,7,25,0,0,95.0,5.0,1
8032,57082,3,25,1,1,53.0,5.0,1
8033,77179,1,4,0,0,80.0,4.0,1
8034,45131,1,1,0,0,80.0,3.0,1
8035,4164,7,11,0,0,59.0,3.0,1
8036,59368,7,7,1,0,62.0,5.0,1
8037,40,7,6,0,0,65.0,1.0,1
8038,55217,7,18,0,0,59.0,3.0,1
8039,66507,4,33,0,0,70.0,2.0,1
8040,65733,4,4,1,0,77.0,5.0,1
8041,65534,7,11,1,0,60.0,5.0,1
8042,16587,7,3,0,0,57.0,4.0,1
8043,29147,7,6,0,0,55.0,4.0,1
8044,46758,7,1,0,0,62.0,5.0,1
8045,14338,1,7,0,0,78.0,1.0,2
8046,43636,3,12,0,0,45.0,4.0,1
8047,27461,4,19,0,0,70.0,1.0,1
8048,75304,1,22,0,0,80.0,3.0,1
8049,6107,3,31,1,0,53.0,5.0,1
8050,41333,3,25,1,0,49.0,3.0,1
8051,66338,7,7,1,0,61.0,4.0,1
8052,69855,7,8,1,0,60.0,5.0,2
8053,53082,1,5,0,0,79.0,2.0,1
8054,41160,5,14,0,0,54.0,3.0,2
8055,6334,4,19,0,0,73.0,1.0,1
8056,32569,6,4,0,0,88.0,3.0,1
8057,8827,1,4,0,0,78.0,4.0,1
8058,67910,3,6,0,0,43.0,1.0,2
8059,76813,2,4,0,0,51.0,3.0,1
8060,2988,3,5,1,0,53.0,3.0,1
8061,64190,1,12,0,0,82.0,3.3454590756197833,1
8062,20121,2,7,1,0,50.0,3.0,1
8063,41741,1,1,0,0,78.0,3.0,2
8064,45194,7,20,1,0,53.0,3.0,1
8065,49919,3,5,1,0,50.0,3.3454590756197833,1
8066,14154,7,11,1,0,64.0,5.0,2
8067,11254,5,31,0,0,57.0,1.0,1
8068,16331,3,4,0,0,47.0,3.0,1
8069,55001,2,19,1,0,47.0,5.0,1
8070,28513,7,18,1,0,60.0,3.3454590756197833,1
8071,20185,7,1,0,0,59.0,3.3454590756197833,1
8072,35919,3,25,0,0,50.0,4.0,1
8073,24500,3,3,1,0,45.0,5.0,2
8074,44054,4,19,0,0,67.0,2.0,1
8075,50629,3,16,1,0,47.0,5.0,1
8076,59166,7,16,0,0,61.0,3.0,1
8077,9372,3,23,0,0,48.0,4.0,1
8078,47084,3,20,0,0,46.0,5.0,1
8079,73073,3,4,0,0,48.0,1.0,2
8080,5349,7,7,0,0,56.0,5.0,1
8081,76713,4,4,1,0,71.0,4.0,2
8082,65142,4,6,0,0,68.0,3.0,2
8083,73178,3,4,1,0,50.0,4.0,1
8084,434,3,8,0,0,51.0,1.0,1
8085,40397,7,7,1,0,61.0,4.0,1
8086,35129,3,29,0,0,51.0,3.0,1
8087,24753,5,4,0,0,59.0,3.0,1
8088,54946,6,7,1,0,76.0,5.0,2
8089,49679,4,6,0,0,74.0,1.0,1
8090,70426,3,11,0,0,52.0,2.0,1
8091,75033,7,7,0,0,75.0,5.0,1
8092,55142,1,1,1,0,81.0,5.0,1
8093,31732,1,1,0,0,82.0,3.0,2
8094,67361,3,4,0,0,61.0,5.0,2
8095,7862,1,7,0,0,79.0,3.3454590756197833,1
8096,47674,5,6,0,0,60.0,3.3454590756197833,2
8097,51170,7,3,1,0,59.0,5.0,2
8098,40250,4,4,0,0,68.0,4.0,1
8099,15882,2,7,1,0,53.0,1.0,1
8100,33088,1,6,0,0,81.0,2.0,1
8101,74571,4,1,0,0,72.0,4.0,1
8102,14855,7,19,0,0,62.0,4.0,1
8103,27267,7,6,1,0,61.0,5.0,2
8104,77029,3,19,0,0,47.0,2.0,1
8105,57031,6,7,1,0,85.0,3.0,2
8106,69393,7,28,0,0,61.0,3.0,1
8107,46092,5,4,0,1,75.0,5.0,3
8108,76238,3,1,1,0,49.0,5.0,1
8109,66339,3,3,0,0,48.0,3.0,1
8110,7081,5,6,0,0,60.0,5.0,1
8111,15678,1,4,1,1,76.0,4.0,1
8112,18667,6,3,0,0,83.0,2.0,1
8113,29359,8,5,0,0,58.0,3.0,1
8114,36923,1,4,0,0,77.0,2.0,2
8115,42363,1,19,0,0,78.0,1.0,1
8116,42346,7,4,0,0,60.0,5.0,2
8117,2398,3,3,0,0,52.0,3.0,1
8118,62464,2,2,0,0,49.0,3.0,1
8119,17938,7,23,1,0,59.0,3.0,1
8120,49710,3,3,0,0,55.0,1.0,1
8121,33989,4,4,0,0,67.0,3.0,1
8122,72283,3,2,0,0,50.0,5.0,1
8123,8721,4,1,1,0,65.0,4.0,1
8124,53137,6,23,1,1,86.0,3.3454590756197833,1
8125,18516,6,19,0,0,94.0,3.0,1
8126,41498,3,4,0,0,52.0,3.0,1
8127,19237,1,19,1,0,76.0,5.0,1
8128,68536,2,6,0,0,48.0,4.0,1
8129,74853,4,2,1,0,70.0,4.0,1
8130,62777,5,3,1,1,62.0,3.0,2
8131,50962,6,13,1,0,78.0,3.0,2
8132,37122,1,4,1,0,81.0,4.0,1
8133,24564,3,1,0,0,49.0,4.0,1
8134,63834,7,29,0,0,60.0,3.3454590756197833,1
8135,7507,1,29,0,0,80.0,2.0,1
8136,23158,1,18,0,0,82.0,4.0,1
8137,57670,3,1,0,0,52.0,3.0,1
8138,35619,7,16,0,0,58.0,3.0,1
8139,38839,1,4,1,0,77.0,4.0,3
8140,58149,3,4,0,0,50.0,5.0,1
8141,71077,4,3,1,0,67.0,4.0,1
8142,68696,3,4,0,0,50.0,3.0,1
8143,63303,7,28,1,0,60.0,5.0,1
8144,29100,1,21,0,0,79.0,3.0,1
8145,22881,3,4,0,0,51.0,5.0,1
8146,26273,3,4,1,0,51.0,3.0,1
8147,27544,7,9,0,0,59.0,1.0,1
8148,29125,1,29,0,0,76.0,3.0,2
8149,44046,4,10,1,0,69.0,4.0,1
8150,76292,1,33,0,0,80.0,4.0,1
8151,71693,8,19,1,0,58.0,3.0,1
8152,7887,1,21,0,0,80.0,3.0,1
8153,1630,7,7,1,0,55.0,5.0,1
8154,34880,7,6,0,0,58.0,3.0,2
8155,32111,5,4,1,0,60.0,3.0,1
8156,67458,2,4,1,0,52.0,2.0,1
8157,9513,8,3,1,0,61.0,4.0,1
8158,251,7,3,0,0,57.0,4.0,1
8159,74792,4,4,0,0,68.0,4.0,2
8160,45392,3,16,0,0,45.0,2.0,1
8161,52285,3,29,1,0,51.0,3.3454590756197833,1
8162,11142,4,24,1,0,65.0,5.0,1
8163,23965,4,4,0,0,68.0,3.0,3
8164,52158,7,6,0,0,59.0,1.0,1
8165,12689,3,15,0,0,49.0,1.0,1
8166,4389,3,3,0,0,49.0,5.0,1
8167,22203,1,5,0,0,80.0,3.0,1
8168,65204,8,12,0,0,57.0,3.0,1
8169,55171,1,7,1,0,83.0,4.0,1
8170,642,3,7,1,0,52.0,3.3454590756197833,1
8171,18034,6,12,0,0,83.0,3.0,1
8172,38233,3,2,0,0,49.0,5.0,1
8173,40438,7,31,0,0,58.0,3.0,1
8174,5672,1,6,0,0,78.0,4.0,1
8175,36360,1,3,0,0,79.0,4.0,1
8176,71731,1,16,0,0,79.0,3.0,1
8177,75348,3,23,0,0,51.0,2.0,4
8178,77560,3,12,0,0,49.0,3.0,2
8179,73394,3,3,0,0,49.0,5.0,1
8180,3963,4,13,0,0,73.0,3.0,1
8181,72319,7,20,0,0,58.0,4.0,2
8182,13734,7,23,0,0,62.0,1.0,1
8183,61684,7,7,0,0,62.0,4.0,1
8184,35369,9,1,1,0,78.0,5.0,1
8185,7136,3,16,1,0,48.0,5.0,1
8186,77470,4,21,1,1,71.0,3.0,1
8187,26561,3,4,1,0,50.0,5.0,2
8188,38724,6,4,1,0,86.0,5.0,1
8189,12776,4,7,1,0,71.0,5.0,1
8190,25604,4,5,1,0,67.0,3.0,1
8191,73581,7,16,1,1,58.0,3.0,1
8192,6164,1,4,0,0,74.0,1.0,1
8193,40315,5,7,1,0,59.0,4.0,1
8194,50169,4,4,1,0,76.0,3.0,1
8195,22002,2,4,0,0,52.0,4.0,1
8196,65901,6,16,0,0,87.0,3.0,2
8197,48190,3,3,0,0,50.0,5.0,1
8198,6530,3,4,0,0,48.0,2.0,1
8199,44237,2,7,1,0,51.0,3.0,1
8200,43404,7,11,0,0,58.0,3.0,1
8201,52164,7,20,0,0,59.0,3.0,1
8202,21533,7,23,0,0,59.0,3.0,1
8203,39279,7,7,1,0,59.0,3.0,2
8204,43365,7,7,0,0,70.0,3.0,1
8205,48458,9,7,1,0,86.0,5.0,3
8206,29001,6,16,1,0,80.0,3.0,2
8207,2112,6,7,1,0,84.0,3.0,1
8208,15626,4,33,0,0,70.0,3.0,1
8209,38346,2,6,0,0,52.0,2.0,1
8210,15640,3,7,0,0,51.0,3.0,1
8211,11803,4,7,1,0,67.0,3.3454590756197833,2
8212,29804,7,24,0,0,57.0,3.3454590756197833,1
8213,23181,4,7,1,0,73.0,5.0,1
8214,40972,6,23,0,0,85.0,3.3454590756197833,1
8215,22542,3,19,0,0,50.0,4.0,1
8216,74599,1,16,0,0,82.0,3.3454590756197833,1
8217,62043,6,25,0,0,78.0,3.0,1
8218,19010,1,22,0,0,79.0,3.0,1
8219,76400,3,4,0,0,51.0,5.0,1
8220,5921,7,4,0,0,64.0,4.0,1
8221,24617,7,3,1,0,61.0,5.0,1
8222,43838,4,29,1,0,70.0,5.0,1
8223,43985,2,23,0,0,49.0,2.0,1
8224,49217,3,4,1,0,51.0,5.0,1
8225,2251,7,4,1,0,58.0,5.0,1
8226,32062,3,4,0,0,52.0,3.3454590756197833,1
8227,71741,7,20,1,0,61.0,5.0,1
8228,37759,3,13,0,0,49.0,5.0,1
8229,46616,1,12,1,0,82.0,1.0,1
8230,25420,3,6,0,0,47.0,4.0,1
8231,42255,4,7,0,0,71.0,3.0,1
8232,55265,7,23,1,0,61.0,5.0,1
8233,9316,8,7,0,0,65.0,1.0,1
8234,73040,4,4,0,0,70.0,5.0,1
8235,69295,2,6,1,0,49.0,5.0,1
8236,59204,3,11,0,0,52.0,3.3454590756197833,1
8237,14900,1,3,0,0,83.0,2.0,2
8238,7099,3,7,1,0,49.0,3.0,1
8239,21091,3,8,1,0,53.0,3.0,1
8240,12739,5,4,1,0,58.0,4.0,2
8241,65553,3,26,0,0,53.0,3.0,3
8242,24447,2,22,0,0,51.0,3.0,1
8243,27933,7,7,0,0,61.0,3.0,1
8244,73298,3,16,1,0,48.0,1.0,1
8245,63372,3,3,0,0,50.0,2.0,1
8246,74510,4,6,0,0,69.0,3.0,2
8247,66547,4,6,1,0,68.0,3.0,1
8248,15775,4,8,0,0,70.0,4.0,1
8249,58258,9,6,0,0,81.0,3.0,1
8250,67699,7,4,1,0,60.0,5.0,1
8251,70274,4,12,0,0,72.0,3.0,1
8252,6010,3,8,0,0,50.0,5.0,1
8253,46947,7,6,0,0,60.0,3.3454590756197833,1
8254,2239,4,19,0,0,63.0,3.0,2
8255,50546,3,4,0,0,53.0,3.3454590756197833,1
8256,34930,5,4,1,0,60.0,5.0,1
8257,35859,1,20,0,0,75.0,4.0,1
8258,9903,4,23,0,0,72.0,2.0,1
8259,12389,6,15,0,0,84.0,5.0,1
8260,28343,4,4,1,1,66.0,5.0,1
8261,52597,1,6,0,0,79.0,2.0,1
8262,21269,7,20,0,0,57.0,2.0,1
8263,48939,4,29,0,0,69.0,1.0,1
8264,18613,2,4,0,0,50.0,2.0,1
8265,32320,3,7,1,0,50.0,5.0,1
8266,56253,3,7,0,0,48.0,3.3454590756197833,2
8267,30370,7,12,1,0,61.0,5.0,1
8268,25659,3,32,0,0,52.0,1.0,1
8269,47894,4,7,0,0,68.0,4.0,1
8270,53018,2,18,0,0,50.0,3.0,1
8271,27866,6,6,1,0,84.0,5.0,1
8272,9564,3,21,0,0,49.0,2.0,1
8273,42527,5,21,0,0,58.0,3.0,1
8274,24880,6,4,0,0,84.0,4.0,1
8275,6821,1,4,1,0,84.0,4.0,1
8276,66028,1,3,0,0,77.0,3.0,2
8277,48863,7,4,1,0,65.0,5.0,1
8278,76975,1,6,0,0,79.0,4.0,1
8279,69278,1,22,0,0,81.0,1.0,1
8280,36730,1,19,1,0,85.0,3.3454590756197833,1
8281,37713,3,3,0,0,48.0,4.0,1
8282,76163,9,25,0,0,84.0,5.0,1
8283,65489,3,4,0,0,48.0,4.0,1
8284,8198,1,6,1,0,75.0,3.3454590756197833,1
8285,77694,3,7,0,0,48.0,1.0,3
8286,67578,7,4,0,1,55.0,5.0,1
8287,40823,1,6,0,0,85.0,4.0,1
8288,14423,3,4,0,0,61.0,3.3454590756197833,2
8289,60679,1,4,1,0,82.0,5.0,1
8290,25563,1,31,0,0,81.0,3.0,1
8291,6060,3,19,0,0,51.0,5.0,1
8292,21761,8,4,1,0,62.0,5.0,1
8293,140,7,7,1,0,56.0,5.0,1
8294,14779,7,3,0,0,60.0,4.0,1
8295,50055,3,4,0,0,48.0,3.3454590756197833,1
8296,51240,4,4,0,0,68.0,4.0,1
8297,72425,1,1,1,0,79.0,5.0,1
8298,14730,3,33,1,0,54.0,4.0,1
8299,16822,7,16,1,0,59.0,5.0,2
8300,18369,7,2,1,1,62.0,4.0,1
8301,22971,2,6,0,0,46.0,3.3454590756197833,1
8302,22904,2,7,0,0,51.0,4.0,1
8303,35353,3,29,0,0,54.0,3.0,3
8304,71231,4,22,1,0,71.0,3.3454590756197833,1
8305,24247,6,31,1,0,91.0,3.0,2
8306,34518,3,3,0,0,49.0,2.0,1
8307,54988,7,4,1,0,60.0,4.0,1
8308,36916,2,19,0,0,50.0,4.0,1
8309,60931,3,18,0,0,49.0,4.0,1
8310,72213,7,6,1,0,61.0,3.0,1
8311,32787,7,26,1,0,63.0,5.0,1
8312,76012,6,12,1,0,83.0,5.0,1
8313,31371,7,5,0,0,57.0,2.0,1
8314,70625,3,23,0,0,49.0,1.0,1
8315,26615,3,12,1,0,49.0,4.0,1
8316,58293,7,4,0,0,60.0,1.0,1
8317,44681,7,23,1,0,61.0,3.0,1
8318,70288,3,4,0,0,50.0,3.3454590756197833,1
8319,42200,7,20,1,0,58.0,4.0,1
8320,585,8,12,0,0,62.0,4.0,1
8321,39138,5,16,1,0,58.0,5.0,1
8322,51487,3,2,1,0,51.0,3.0,1
8323,44264,3,23,0,0,50.0,2.0,1
8324,9368,3,11,0,0,51.0,4.0,1
8325,62194,5,23,0,0,63.0,5.0,1
8326,8427,2,4,0,0,48.0,5.0,2
8327,72121,1,4,0,0,79.0,3.0,1
8328,67784,3,8,0,0,48.0,3.0,1
8329,50392,5,4,0,0,58.0,4.0,1
8330,72674,1,4,0,0,85.0,3.0,1
8331,20072,4,3,0,0,69.0,3.0,1
8332,74917,7,30,0,0,57.0,3.0,1
8333,10312,1,23,1,0,79.0,3.0,1
8334,27112,3,12,0,0,50.0,5.0,1
8335,45308,5,4,1,0,57.0,1.0,2
8336,49172,3,21,0,0,48.0,1.0,1
8337,66386,3,22,1,0,48.0,4.0,1
8338,60575,3,2,0,0,49.0,5.0,1
8339,16841,7,4,1,0,59.0,4.0,1
8340,59126,6,22,1,0,94.0,4.0,1
8341,26677,3,18,0,0,50.0,3.0,1
8342,63012,3,32,0,0,47.0,3.3454590756197833,1
8343,6650,7,16,0,0,59.0,3.0,2
8344,28415,7,20,1,0,61.0,4.0,1
8345,1921,3,4,0,0,53.0,2.0,1
8346,20319,3,24,0,0,51.0,3.0,1
8347,64504,1,12,0,0,81.0,3.0,1
8348,60173,7,8,1,0,60.0,4.0,1
8349,74128,4,4,0,0,71.0,3.0,1
8350,25776,1,1,0,0,77.0,3.0,1
8351,17835,1,8,0,0,80.0,3.0,1
8352,63672,4,2,1,0,67.0,4.0,1
8353,31676,7,5,1,1,55.0,3.0,1
8354,34663,4,6,0,0,71.0,5.0,1
8355,24762,3,6,1,0,57.0,2.0,1
8356,28698,7,31,0,0,59.0,5.0,1
8357,12640,1,30,1,0,87.0,3.3454590756197833,1
8358,64142,3,7,0,0,52.0,3.3454590756197833,6
8359,13619,3,2,1,0,54.0,4.0,1
8360,74342,5,7,1,0,67.0,4.0,2
8361,38946,7,16,0,0,58.0,3.0,1
8362,24962,3,23,0,0,51.0,2.0,1
8363,18223,3,20,0,0,46.0,1.0,1
8364,36014,7,11,0,0,61.0,3.0,2
8365,75424,7,16,1,0,58.0,4.0,1
8366,25754,1,4,0,0,78.0,3.0,1
8367,10077,3,7,0,0,46.0,2.0,2
8368,11911,5,23,0,0,61.0,2.0,1
8369,44573,7,23,0,0,61.0,4.0,1
8370,11525,3,7,0,0,48.0,3.3454590756197833,1
8371,2809,3,4,0,0,41.0,1.0,1
8372,73597,4,23,1,0,69.0,3.0,1
8373,33884,2,6,0,0,49.0,3.3454590756197833,1
8374,46470,3,14,0,0,50.0,3.3454590756197833,1
8375,27098,3,4,0,0,55.0,5.0,1
8376,60185,6,25,1,0,86.0,3.3454590756197833,2
8377,53520,7,2,0,0,57.0,3.0,1
8378,69176,7,2,0,0,60.0,4.0,1
8379,37256,3,14,0,0,48.0,3.3454590756197833,1
8380,7407,4,4,0,0,68.0,3.3454590756197833,1
8381,70940,2,16,1,0,49.0,4.0,1
8382,9672,3,15,0,0,42.0,3.0,1
8383,6984,2,7,0,0,48.0,5.0,1
8384,57859,3,6,0,0,49.0,5.0,1
8385,53087,6,4,0,0,81.0,3.0,1
8386,78112,7,23,1,0,57.0,5.0,1
8387,77540,9,2,1,0,83.0,5.0,1
8388,39526,6,7,0,0,81.0,3.0,1
8389,61135,8,4,0,0,57.0,5.0,1
8390,67567,6,4,0,0,83.0,1.0,1
8391,22903,7,7,1,0,59.0,3.3454590756197833,1
8392,20271,3,23,0,0,49.0,4.0,1
8393,33599,6,15,1,0,84.0,3.0,1
8394,63533,7,4,0,0,60.0,3.0,1
8395,74989,6,6,1,0,85.0,3.0,1
8396,37974,7,2,0,0,59.0,1.0,1
8397,70865,2,4,1,0,50.0,5.0,1
8398,23842,8,4,0,0,56.0,5.0,1
8399,16910,3,21,0,0,50.0,4.0,1
8400,23447,6,19,1,0,85.0,4.0,1
8401,46592,4,11,0,0,68.0,2.0,1
8402,63274,2,7,0,0,49.0,5.0,1
8403,71143,3,26,0,0,49.0,4.0,1
8404,21339,5,12,0,0,62.0,3.0,1
8405,9709,3,11,0,0,48.0,1.0,1
8406,16611,7,7,0,0,60.0,5.0,1
8407,67295,4,23,0,0,72.0,5.0,1
8408,4130,4,3,0,0,68.0,1.0,1
8409,32398,3,6,1,0,55.0,4.0,1
8410,11893,3,24,0,0,49.0,5.0,1
8411,68326,1,1,1,1,78.0,4.0,1
8412,55555,7,23,0,0,56.0,4.0,1
8413,54712,3,1,1,0,44.0,3.0,1
8414,1001,8,4,0,0,58.0,3.3454590756197833,1
8415,47269,7,27,0,0,60.0,1.0,1
8416,48044,3,5,0,0,49.0,1.0,3
8417,57894,7,4,1,0,62.0,5.0,1
8418,7678,3,8,0,0,47.0,3.3454590756197833,1
8419,10096,3,7,0,0,50.0,3.3454590756197833,2
8420,28198,4,4,1,0,69.0,5.0,1
8421,17919,6,1,1,0,89.0,3.0,1
8422,41249,3,32,0,0,50.0,5.0,1
8423,36387,3,8,1,0,45.0,3.0,1
8424,48921,7,7,0,0,55.0,3.0,1
8425,54128,3,7,0,0,49.0,5.0,1
8426,69471,3,6,0,0,49.0,5.0,1
8427,19189,4,4,0,0,67.0,3.0,1
8428,1479,7,7,1,0,61.0,5.0,2
8429,27426,4,4,1,0,76.0,4.0,1
8430,56452,4,19,0,0,72.0,2.0,1
8431,18004,7,4,0,0,59.0,4.0,1
8432,42333,7,21,0,0,58.0,3.0,1
8433,42735,1,14,1,0,77.0,3.0,1
8434,46922,5,25,0,0,57.0,3.0,4
8435,55409,7,4,0,0,61.0,3.0,1
8436,75753,2,4,0,0,52.0,3.0,1
8437,9621,4,11,0,0,70.0,3.0,2
8438,4492,6,4,1,0,83.0,5.0,1
8439,69638,1,6,1,1,77.0,3.0,1
8440,39424,3,23,0,0,50.0,3.0,2
8441,23202,5,22,1,0,55.0,5.0,1
8442,44355,1,19,1,0,78.0,1.0,1
8443,69850,3,9,0,0,52.0,4.0,1
8444,64449,3,4,1,0,47.0,5.0,1
8445,37853,1,6,0,1,88.0,4.0,2
8446,11445,3,4,0,0,50.0,3.0,1
8447,35561,7,23,1,0,58.0,3.0,2
8448,22045,7,7,1,0,56.0,4.0,1
8449,69365,6,19,0,0,86.0,3.0,1
8450,65818,2,4,1,0,47.0,3.0,1
8451,38711,6,19,0,0,86.0,3.0,1
8452,23352,3,5,0,0,50.0,3.0,1
8453,3822,6,7,0,0,81.0,2.0,1
8454,43409,1,9,0,0,80.0,3.0,2
8455,74543,6,22,1,0,82.0,5.0,1
8456,40055,5,7,1,0,62.0,1.0,1
8457,50119,4,6,1,0,71.0,5.0,1
8458,56487,7,32,0,0,63.0,5.0,2
8459,23601,4,23,1,0,72.0,5.0,1
8460,45745,3,25,1,0,53.0,1.0,1
8461,29366,7,20,0,0,62.0,5.0,1
8462,18320,3,6,0,0,48.0,1.0,1
8463,22316,3,4,1,0,51.0,4.0,2
8464,7426,7,2,1,0,58.0,3.0,1
8465,22804,3,9,0,0,45.0,2.0,1
8466,19928,5,6,0,0,55.0,3.0,1
8467,9020,6,14,1,0,87.0,5.0,1
8468,1827,1,3,0,0,76.0,3.0,2
8469,50806,3,18,0,0,47.0,4.0,1
8470,12026,6,5,1,0,86.0,3.3454590756197833,1
8471,49974,2,4,1,0,50.0,5.0,1
8472,2697,2,4,0,0,52.0,3.0,1
8473,59236,1,6,0,0,79.0,3.0,1
8474,77423,1,14,0,0,80.0,1.0,1
8475,49274,4,26,1,0,72.0,3.0,1
8476,29256,4,4,0,0,71.0,2.0,1
8477,13015,1,4,0,0,78.0,1.0,2
8478,29671,4,7,0,0,63.0,1.0,1
8479,71125,8,7,0,0,59.0,2.0,1
8480,75089,2,19,0,0,50.0,2.0,1
8481,34678,7,4,1,0,58.0,3.0,1
8482,74479,1,4,1,0,76.0,4.0,1
8483,67173,7,4,0,0,62.0,2.0,1
8484,20368,3,7,1,0,52.0,4.0,1
8485,64117,3,3,1,0,47.0,2.0,2
8486,28811,7,4,0,0,62.0,3.0,2
8487,12490,6,7,1,0,80.0,4.0,1
8488,37925,7,6,1,0,55.0,4.0,1
8489,30937,5,7,0,0,58.0,4.0,2
8490,33188,3,22,0,0,51.0,5.0,2
8491,69148,5,4,0,0,60.0,3.0,2
8492,66951,1,4,0,0,77.0,2.0,1
8493,14833,7,5,0,0,62.0,3.0,1
8494,20593,3,6,0,0,47.0,1.0,1
8495,54875,1,6,0,0,79.0,4.0,4
8496,52707,4,6,0,0,70.0,4.0,1
8497,31483,4,6,0,0,68.0,3.0,4
8498,32255,3,14,1,0,56.0,3.0,2
8499,72695,4,4,0,0,69.0,2.0,1
8500,12141,2,11,0,0,52.0,3.3454590756197833,1
8501,12934,4,6,0,0,65.0,3.0,6
8502,37295,1,12,0,0,81.0,3.0,1
8503,37478,6,23,0,0,82.0,3.0,1
8504,50969,1,19,0,0,88.0,4.0,2
8505,77001,7,4,1,0,59.0,5.0,1
8506,16077,7,16,0,0,61.0,3.0,1
8507,45650,4,7,0,1,87.0,3.0,3
8508,8088,6,5,0,0,85.0,2.0,1
8509,25601,7,20,0,0,62.0,3.0,1
8510,24735,3,1,1,1,49.0,3.0,1
8511,53457,3,23,0,0,52.0,1.0,1
8512,74900,5,4,0,0,58.0,2.0,1
8513,40902,7,16,1,0,65.0,5.0,1
8514,43899,4,7,0,0,67.0,3.0,1
8515,13876,3,11,0,0,48.0,5.0,1
8516,2942,7,18,1,0,62.0,5.0,1
8517,62736,2,32,0,0,45.0,5.0,1
8518,35216,8,32,0,0,59.0,3.3454590756197833,1
8519,70342,3,8,0,0,49.0,3.0,1
8520,71565,7,11,1,0,60.0,3.3454590756197833,1
8521,71706,7,4,0,0,61.0,3.0,1
8522,53110,4,4,1,0,75.0,4.0,1
8523,72624,3,2,1,0,48.0,5.0,1
8524,48743,3,27,1,0,51.0,5.0,1
8525,8346,7,4,1,0,60.0,4.0,1
8526,1253,6,6,0,0,85.0,5.0,1
8527,12404,1,4,0,0,78.0,2.0,1
8528,41671,7,23,0,0,61.0,3.3454590756197833,1
8529,45213,7,28,1,0,62.0,5.0,1
8530,61603,5,4,1,0,59.0,4.0,1
8531,52456,7,4,0,0,59.0,3.3454590756197833,1
8532,27418,1,4,0,0,77.0,3.0,1
8533,55487,7,7,1,0,60.0,5.0,2
8534,66716,6,10,0,0,81.0,3.0,1
8535,75377,6,17,1,0,77.0,5.0,2
8536,47115,2,4,1,0,47.0,3.3454590756197833,1
8537,22680,7,19,1,0,64.0,2.0,1
8538,36008,6,25,0,0,86.0,3.0,1
8539,16030,4,7,0,0,67.0,4.0,2
8540,2832,3,19,0,0,53.0,1.0,1
8541,47946,3,25,0,0,44.0,2.0,1
8542,76964,3,3,0,0,48.0,2.0,3
8543,47035,4,4,0,0,74.0,3.0,1
8544,71370,7,15,0,0,59.0,3.0,1
8545,61304,3,4,0,0,48.0,3.3454590756197833,1
8546,52395,7,29,1,0,58.0,5.0,1
8547,60140,3,3,0,0,49.0,3.0,1
8548,44850,3,24,0,0,48.0,5.0,1
8549,49895,6,11,0,0,84.0,1.0,1
